Cargo,Trip Number,Truck,Planned Loading Arrival,Loading Arrival,Planned Offloading Arrival,Offloading Arrival,Loading Difference (hrs),Offloading Difference (hrs),Planning Difference(hrs),Time Created,Created by,Customer
243525,193563,228,2011-10-01 08:00:00,2011-10-01 08:00:00,2011-10-03 08:00:00,2011-10-03 06:15:00,0,0,21,30 September,Mario Dorlly,Alphaplast (Pty) LTD
243618,F12018,E40,2011-09-30 20:00:00,2011-10-02 11:50:00,2011-10-01 17:00:00,2011-10-03 12:30:00,40,44,7,30 September,Cameron Singh,Engen
243520,193827,6,2011-10-01 08:00:00,2011-10-01 08:00:00,2011-10-03 08:00:00,2011-10-03 06:45:00,0,-1,21,30 September,Mario Dorlly,Promac Paints
243619,F2949,E45,2011-09-30 21:00:00,2011-10-01 05:12:00,2011-10-01 17:00:00,2011-10-03 07:25:00,8,38,8,30 September,Cameron Singh,Engen
243621,F11853,E41,2011-09-30 21:00:00,2011-10-01 10:00:00,2011-10-01 18:00:00,2011-10-03 07:00:00,13,37,8,30 September,Cameron Singh,Engen
243631,A17004,152,2011-10-01 10:00:00,2011-10-01 06:30:00,2011-10-01 18:00:00,2011-10-01 14:20:00,-2,-2,19,30 September,Kenny Hiscock,Arcelor Mittal
243632,A17028,156,2011-10-01 10:00:00,2011-10-01 13:15:00,2011-10-01 18:00:00,2011-10-01 21:45:00,3,4,19,30 September,Kenny Hiscock,Arcelor Mittal
243633,A16995,161,2011-10-01 18:00:00,2011-10-01 17:45:00,2011-10-02 10:00:00,2011-10-02 09:00:00,0,-1,27,30 September,Kenny Hiscock,Arcelor Mittal
243634,A17006,162,2011-10-01 15:00:00,2011-10-01 13:20:00,2011-10-02 07:00:00,2011-10-02 06:40:00,0,0,24,30 September,Kenny Hiscock,Arcelor Mittal
243635,A17016,163,2011-10-01 10:00:00,2011-10-01 14:45:00,2011-10-02 10:00:00,2011-10-02 13:40:00,5,4,19,30 September,Kenny Hiscock,Arcelor Mittal
243636,A16974,164,2011-10-01 10:00:00,2011-10-01 11:40:00,2011-10-02 10:00:00,2011-10-02 08:05:00,2,0,19,30 September,Kenny Hiscock,Arcelor Mittal
238402,197855,177,2011-08-26 14:00:00,2011-10-01 08:00:00,2011-08-29 08:00:00,2011-10-03 15:12:00,858,847,5,30 September,Mario Dorlly,Omnia Fertiliser
243637,A17022,166,2011-10-01 10:00:00,2011-10-01 17:10:00,2011-10-02 10:00:00,2011-10-02 22:00:00,7,12,20,30 September,Kenny Hiscock,Arcelor Mittal
243638,A17017,163,2011-10-02 16:00:00,2011-10-02 21:05:00,2011-10-03 08:00:00,2011-10-03 11:15:00,5,3,50,30 September,Kenny Hiscock,Arcelor Mittal
243639,194464,192,2011-10-02 08:00:00,2011-10-02 12:00:00,2011-10-03 07:00:00,2011-10-03 10:00:00,4,3,42,30 September,Kershan Balakistan,Barloworld Logistics  (Illovo)
243640,A17011,164,2011-10-02 16:00:00,2011-10-02 15:55:00,2011-10-03 08:00:00,2011-10-03 07:20:00,0,1,50,30 September,Kenny Hiscock,Arcelor Mittal
243645,A17000,167,2011-10-01 06:00:00,2011-10-01 05:40:00,2011-10-01 12:00:00,2011-10-01 11:15:00,0,1,16,30 September,Kenny Hiscock,Arcelor Mittal
243616,194633,196,2011-09-30 20:00:00,2011-10-01 18:00:00,2011-10-03 07:00:00,2011-10-02 12:00:00,22,-19,6,30 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
243646,A17023,166,2011-10-02 16:00:00,2011-10-03 10:50:00,2011-10-03 08:00:00,2011-10-04 06:30:00,19,23,50,30 September,Kenny Hiscock,Arcelor Mittal
243647,A17001,167,2011-10-01 14:00:00,2011-10-01 14:15:00,2011-10-01 18:00:00,2011-10-01 17:30:00,0,1,24,30 September,Kenny Hiscock,Graftech
243649,A16972,160,2011-10-01 08:00:00,2011-10-01 09:50:00,2011-10-01 16:00:00,2011-10-01 18:35:00,2,3,18,30 September,Kenny Hiscock,Arcelor Mittal
243650,A16973,160,2011-10-02 08:00:00,2011-10-02 08:20:00,2011-10-02 16:00:00,2011-10-02 20:40:00,0,5,42,30 September,Kenny Hiscock,Arcelor Mittal
243514,198401,67,2011-10-01 10:00:00,2011-10-01 07:15:00,2011-10-03 08:00:00,2011-10-03 10:14:00,-1,2,23,30 September,Shaun du Preez,Universal Paints
243651,A17007,162,2011-10-02 10:00:00,2011-10-02 09:45:00,2011-10-03 10:00:00,2011-10-03 07:00:00,0,-3,42,30 September,Kenny Hiscock,Arcelor Mittal
243653,A17029,156,2011-10-02 10:00:00,2011-10-02 11:25:00,2011-10-03 10:00:00,2011-10-03 08:50:00,1,-1,42,30 September,Kenny Hiscock,Arcelor Mittal
243654,A17008,162,2011-10-03 16:00:00,2011-10-03 14:40:00,2011-10-04 08:00:00,2011-10-04 06:20:00,-1,0,72,30 September,Kenny Hiscock,Arcelor Mittal
243655,A17030,156,2011-10-03 16:00:00,2011-10-03 16:15:00,2011-10-04 08:00:00,2011-10-04 17:00:00,0,9,72,30 September,Kenny Hiscock,Arcelor Mittal
243656,A17012,164,2011-10-02 13:00:00,2011-10-03 10:00:00,2011-10-03 13:00:00,2011-10-04 22:55:00,21,34,45,30 September,Kenny Hiscock,Arcelor Mittal
243658,A16996,152,2011-10-02 15:00:00,2011-10-02 14:00:00,2011-10-03 07:00:00,2011-10-03 13:30:00,-1,7,47,30 September,Kenny Hiscock,Arcelor Mittal
243659,A17013,164,2011-10-03 19:00:00,2011-10-05 11:30:00,2011-10-04 11:00:00,2011-10-06 15:30:00,41,53,75,30 September,Kenny Hiscock,Arcelor Mittal
243660,205746,20,2011-10-01 13:00:00,2011-10-01 08:34:00,2011-10-03 08:00:00,2011-10-03 09:40:00,-4,2,21,30 September,Jimmy Shezi,Hulamin Extrusions
243540,198384,23,2011-09-30 20:00:00,2011-10-01 08:00:00,2011-10-03 08:00:00,2011-10-03 08:31:00,12,1,10,30 September,Mario Dorlly,Paramount Mills
243613,198438,76,2011-09-30 18:00:00,2011-10-02 12:35:00,2011-10-03 08:00:00,2011-10-03 13:30:00,43,6,6,30 September,Mario Dorlly,Paramount Mills
243661,A17035,161,2011-10-02 15:00:00,2011-10-02 16:35:00,2011-10-03 07:00:00,2011-10-03 10:15:00,2,3,47,30 September,Kenny Hiscock,Arcelor Mittal
243623,196068,171,2011-09-30 20:00:00,2011-10-01 10:12:00,2011-10-03 08:00:00,2011-10-02 20:42:00,14,-11,7,30 September,Mario Dorlly,Paramount Mills
243662,A17043,158,2011-10-03 15:00:00,2011-10-03 17:00:00,2011-10-04 07:00:00,2011-10-04 13:40:00,2,7,71,30 September,Kenny Hiscock,Arcelor Mittal
243663,A17036,161,2011-10-03 15:00:00,2011-10-03 20:30:00,2011-10-04 07:00:00,2011-10-04 12:45:00,6,6,71,30 September,Kenny Hiscock,Arcelor Mittal
243664,198280,150,2011-09-30 20:00:00,2011-10-01 06:45:00,2011-10-03 08:00:00,2011-10-03 13:35:00,11,6,4,30 September,Jimmy Shezi,F H Stegen (Pty) Ltd
243665,F12031,E53,2011-09-30 21:00:00,2011-10-01 05:00:00,2011-10-01 19:00:00,2011-10-02 15:30:00,8,21,5,30 September,Cameron Singh,Engen
243667,F2958,E42,2011-10-01 11:00:00,2011-10-01 10:15:00,2011-10-02 10:00:00,2011-10-03 14:00:00,1,28,19,30 September,Cameron Singh,Engen
243669,F2974,E43,2011-10-01 11:00:00,2011-10-01 14:00:00,2011-10-02 13:00:00,2011-10-03 11:00:00,3,22,19,30 September,Cameron Singh,Engen
243670,F11532,E46,2011-10-01 13:00:00,2011-10-01 14:15:00,2011-10-02 12:00:00,2011-10-03 12:30:00,1,25,22,30 September,Cameron Singh,Engen
243196,196081,101,2011-09-30 17:00:00,2011-10-01 06:25:00,2011-10-03 08:00:00,2011-10-03 04:49:00,13,-3,55,30 September,Mario Dorlly,DHL Global Forwarding
243672,F10674,E48,2011-10-01 13:00:00,2011-10-02 14:30:00,2011-10-02 12:00:00,2011-10-03 13:57:00,26,26,22,30 September,Cameron Singh,Engen
243668,196145,219,2011-09-30 16:00:00,2011-10-01 16:00:00,2011-10-03 08:00:00,2011-10-03 06:20:00,24,0,0,30 September,Mario Dorlly,Rohm & Haas
243674,F11548,E50,2011-10-01 12:00:00,2011-10-02 09:30:00,2011-10-02 11:00:00,2011-10-03 13:45:00,22,27,21,30 September,Cameron Singh,Engen
243678,F2956,E03,2011-10-02 16:00:00,2011-10-03 12:00:00,2011-10-03 14:00:00,2011-10-04 11:00:00,20,21,47,30 September,Cameron Singh,Engen
243683,B20203,238,2011-10-02 18:00:00,2011-10-02 15:00:00,2011-10-03 09:00:00,2011-10-03 08:00:00,-3,-1,48,30 September,Andre Honsh-Raj,Buckman New
243684,205517,13,2011-10-01 15:00:00,2011-10-01 17:30:00,2011-10-03 08:00:00,2011-10-02 05:20:00,3,-25,20,30 September,Shaun du Preez,F H Stegen (Pty) Ltd
243685,193593,DM9,2011-10-01 08:00:00,2011-10-01 09:40:00,2011-10-03 08:00:00,2011-10-03 07:15:00,2,1,13,30 September,Shaun du Preez,Monteagle Africa Limited
243686,205695,215,2011-10-01 08:00:00,2011-10-01 11:10:00,2011-10-03 08:00:00,2011-10-03 10:42:00,3,3,13,30 September,Shaun du Preez,Monteagle Africa Limited
243700,190203,247,2011-10-01 08:00:00,2011-10-01 09:40:00,2011-10-07 08:00:00,2011-10-09 11:20:00,2,51,11,30 September,Lance Naude,Tradewind Logistics
243702,194929,121,2011-10-02 08:00:00,2011-10-02 13:40:00,2011-10-08 08:00:00,2011-10-09 09:55:00,6,26,35,30 September,Lance Naude,Tradewind Logistics
243714,194675,185,2011-10-01 00:00:00,2011-10-01 03:00:00,2011-10-01 04:00:00,2011-10-01 04:40:00,3,1,0,30 September,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243714,194675,185,2011-10-01 00:00:00,2011-10-01 05:39:00,2011-10-01 04:00:00,2011-10-01 08:15:00,6,4,0,30 September,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243715,194679,189,2011-10-01 00:30:00,2011-10-01 02:00:00,2011-10-01 04:30:00,2011-10-01 04:00:00,2,1,1,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243715,194679,189,2011-10-01 00:30:00,2011-10-01 06:41:00,2011-10-01 04:30:00,2011-10-01 07:52:00,6,3,1,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243716,194673,186,2011-10-01 00:30:00,2011-10-01 02:28:00,2011-10-01 04:30:00,2011-10-01 04:40:00,2,0,3,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243716,194673,186,2011-10-01 00:30:00,2011-10-01 06:00:00,2011-10-01 04:30:00,2011-10-01 07:24:00,6,3,3,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243717,194622,178,2011-10-01 06:00:00,2011-10-01 06:00:00,2011-10-01 10:00:00,2011-10-01 09:40:00,0,0,2,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243718,194677,179,2011-10-01 06:00:00,2011-10-01 06:00:00,2011-10-01 10:00:00,2011-10-01 10:00:00,0,0,2,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243719,194626,182,2011-10-01 06:00:00,2011-10-01 05:45:00,2011-10-01 10:00:00,2011-10-01 08:53:00,0,-1,0,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243720,194628,183,2011-10-01 06:00:00,2011-10-01 06:34:00,2011-10-01 10:00:00,2011-10-01 10:00:00,1,0,0,1 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243438,198279,DM5,2011-09-30 16:00:00,2011-10-01 17:00:00,2011-10-03 08:00:00,2011-10-03 06:30:00,25,0,24,1 October,Shaun du Preez,DHL Global Forwarding
243499,198483,172,2011-09-30 17:00:00,2011-10-01 17:12:00,2011-10-01 10:00:00,2011-10-03 08:34:00,24,47,8,1 October,Shaun du Preez,Plaaskem (Pty) Ltd
243721,194630,186,2011-10-01 12:00:00,2011-10-01 09:42:00,2011-10-01 16:00:00,2011-10-01 12:28:00,-2,-2,3,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243722,194632,185,2011-10-01 12:00:00,2011-10-01 11:14:00,2011-10-01 16:00:00,2011-10-01 14:04:00,1,0,3,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243723,194647,192,2011-10-01 18:00:00,2011-10-01 18:12:00,2011-10-01 21:00:00,2011-10-01 20:00:00,0,-1,9,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243723,194647,192,2011-10-01 18:00:00,2011-10-02 06:14:00,2011-10-01 21:00:00,2011-10-02 08:44:00,12,12,9,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243500,196057,170,2011-09-30 14:00:00,2011-10-01 15:09:00,2011-10-01 12:00:00,2011-10-03 07:00:00,25,43,5,1 October,Shaun du Preez,Plaaskem (Pty) Ltd
243725,193961,111,2011-10-01 07:00:00,2011-10-01 07:00:00,2011-10-03 08:00:00,2011-10-03 09:32:00,0,2,3,1 October,Shaun du Preez,Premier Trunking - Isando
243624,193959,22,2011-09-30 15:00:00,2011-10-03 05:50:00,2011-10-03 08:00:00,2011-10-03 09:50:00,63,2,2,1 October,Shaun du Preez,Pride Milling - Nigel
243512,194186,26,2011-10-01 10:00:00,2011-10-01 09:37:00,2011-10-03 08:00:00,2011-10-02 20:43:00,0,-11,23,1 October,Shaun du Preez,Tastic Rice
243726,198389,28,2011-10-01 11:00:00,2011-10-01 11:15:00,2011-10-03 08:00:00,2011-10-01 13:50:00,0,-42,1,1 October,Shaun du Preez,Premier Trunking - Isando
243726,198389,114,2011-10-01 11:00:00,2011-10-01 14:00:00,2011-10-03 08:00:00,2011-10-02 09:00:00,3,-23,1,1 October,Shaun du Preez,Premier Trunking - Isando
243114,194328,28,2011-09-30 14:00:00,2011-10-01 14:31:00,2011-10-02 10:00:00,2011-10-03 08:30:00,25,23,73,1 October,Shaun du Preez,Borbet SA (Pty) Ltd
243510,193872,24,2011-10-01 08:00:00,2011-10-02 08:00:00,2011-10-03 08:00:00,2011-10-03 10:00:00,24,2,21,1 October,Shaun du Preez,Tastic Rice
243652,193659,89,2011-09-30 14:00:00,2011-10-02 08:17:00,2011-10-03 08:00:00,2011-10-03 07:40:00,42,0,0,1 October,Shaun du Preez,Pride Milling - Nigel
243691,205683,88,2011-09-30 07:00:00,2011-10-01 16:00:00,2011-10-03 07:00:00,2011-10-03 06:00:00,33,-1,11,1 October,Shaun du Preez,Premier Trunking - Isando
243622,196165,242,2011-09-30 16:00:00,2011-10-01 15:00:00,2011-10-03 08:00:00,2011-10-03 08:00:00,23,0,3,1 October,Shaun du Preez,Pride Milling - Nigel
243625,196095,147,2011-09-30 18:00:00,2011-10-03 06:00:00,2011-10-03 08:00:00,2011-10-03 11:15:00,60,3,5,1 October,Shaun du Preez,Pride Milling - Nigel
243689,193780,220,2011-09-30 07:00:00,2011-10-01 14:00:00,2011-10-03 07:00:00,2011-10-02 08:30:00,31,-21,11,1 October,Shaun du Preez,Premier Trunking - Isando
243727,194634,180,2011-10-01 12:00:00,2011-10-01 11:40:00,2011-10-01 15:00:00,2011-10-01 15:30:00,0,1,1,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243728,194623,178,2011-10-01 12:00:00,2011-10-01 13:20:00,2011-10-01 14:00:00,2011-10-01 16:08:00,1,2,1,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243728,194623,178,2011-10-01 12:00:00,2011-10-01 18:14:00,2011-10-01 14:00:00,2011-10-01 21:12:00,6,7,1,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243729,193899,189,2011-10-01 11:00:00,2011-10-01 10:45:00,2011-10-02 08:00:00,2011-10-01 19:26:00,0,-11,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243730,194625,179,2011-10-01 12:00:00,2011-10-01 12:40:00,2011-10-01 16:00:00,2011-10-01 16:00:00,1,0,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243730,194625,179,2011-10-01 12:00:00,2011-10-01 18:00:00,2011-10-01 16:00:00,2011-10-01 22:00:00,6,6,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243731,194627,182,2011-10-01 12:00:00,2011-10-01 12:19:00,2011-10-01 16:00:00,2011-10-01 16:06:00,0,0,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243731,194627,182,2011-10-01 12:00:00,2011-10-01 17:09:00,2011-10-01 16:00:00,2011-10-01 19:08:00,5,3,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243391,194304,232,2011-10-01 08:00:00,2011-10-01 18:10:00,2011-10-03 08:00:00,2011-10-04 11:36:00,10,28,44,1 October,Shaun du Preez,TDM (Pty) LTD
243732,194629,183,2011-10-01 12:00:00,2011-10-01 13:55:00,2011-10-01 16:00:00,2011-10-01 16:00:00,2,0,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243732,194629,183,2011-10-01 12:00:00,2011-10-01 18:00:00,2011-10-01 16:00:00,2011-10-01 22:22:00,6,6,0,1 October,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
243733,183424,249,2011-10-02 08:00:00,2011-10-01 19:55:00,2011-10-08 08:00:00,2011-10-11 10:45:00,-12,75,20,1 October,Lance Naude,Access Freight International - Overborder
243564,194285,235,2011-09-30 11:00:00,2011-10-01 12:00:00,2011-10-03 07:00:00,2011-10-03 07:11:00,25,0,0,1 October,Shaun du Preez,Pride Milling - Nigel
243734,197949,90,2011-10-02 08:00:00,2011-10-01 14:33:00,2011-10-08 08:00:00,2011-10-11 08:35:00,-17,73,20,1 October,Lance Naude,Access Freight International - Overborder
243480,197847,239,2011-09-30 15:00:00,2011-10-02 13:00:00,2011-10-03 08:00:00,2011-10-03 09:10:00,46,1,7,1 October,Shaun du Preez,Transport 2000
243457,196043,265,2011-09-29 19:00:00,2011-10-01 12:22:00,2011-09-30 15:00:00,2011-10-03 08:05:00,41,65,2,1 October,Shaun du Preez,Premier Trunking - Isando
243735,205705,220,2011-10-02 10:00:00,2011-10-02 11:00:00,2011-10-03 08:00:00,2011-10-03 08:00:00,1,0,20,1 October,Shaun du Preez,Premier Trunking - Isando
243736,194363,79,2011-10-02 08:00:00,2011-10-02 07:10:00,2011-10-03 08:00:00,2011-10-04 08:50:00,1,25,18,1 October,Shaun du Preez,Neat Stone
243737,196404,218,2011-10-01 12:00:00,2011-10-02 12:00:00,2011-10-03 08:00:00,2011-10-03 06:29:00,24,0,0,1 October,Shaun du Preez,Premier Trunking - Isando
243738,194382,222,2011-10-02 07:00:00,2011-10-02 08:40:00,2011-10-03 07:00:00,2011-10-03 07:50:00,2,1,17,1 October,Shaun du Preez,Premier Trunking - Isando
243687,196604,224,2011-09-30 07:00:00,2011-10-02 22:00:00,2011-10-01 10:00:00,2011-10-03 07:40:00,63,46,10,1 October,Shaun du Preez,Premier Trunking - Isando
243740,193565,224,2011-10-01 07:00:00,2011-10-01 07:00:00,2011-10-05 07:00:00,2011-10-02 07:00:00,0,-72,9,1 October,Shaun du Preez,Omnia Fertiliser
243331,193723,226,2011-10-02 08:00:00,2011-10-02 07:50:00,2011-10-03 08:00:00,2011-10-04 09:32:00,0,26,72,1 October,Shaun du Preez,Neat Stone
243481,194475,231,2011-10-03 07:00:00,2011-10-03 07:15:00,2011-10-04 14:00:00,2011-10-04 14:40:00,0,1,71,1 October,Shaun du Preez,Transport 2000
238403,191587,80,2011-08-26 15:00:00,2011-10-01 16:00:00,2011-08-29 08:00:00,2011-10-03 15:46:00,865,848,6,1 October,Shaun du Preez,Omnia Fertiliser
243684,205517,13,2011-10-01 15:00:00,2011-10-02 10:00:00,2011-10-03 08:00:00,2011-10-03 15:08:00,19,7,20,1 October,Shaun du Preez,F H Stegen (Pty) Ltd
238419,196905,82,2011-08-26 15:00:00,2011-10-01 19:00:00,2011-08-29 08:00:00,2011-10-03 15:50:00,868,848,4,1 October,Shaun du Preez,Omnia Fertiliser
243529,205618,219,2011-10-03 07:00:00,2011-10-03 12:10:00,2011-10-05 07:00:00,2011-10-05 06:30:00,5,1,68,1 October,Shaun du Preez,Monteagle Africa Limited
243741,194637,180,2011-10-01 18:00:00,2011-10-01 19:21:00,2011-10-01 22:00:00,2011-10-01 22:11:00,1,0,1,1 October,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
243742,194643,185,2011-10-01 18:00:00,2011-10-01 18:42:00,2011-10-01 22:00:00,2011-10-01 21:59:00,1,0,1,1 October,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
243743,194645,186,2011-10-01 18:00:00,2011-10-01 18:07:00,2011-10-01 22:00:00,2011-10-01 20:54:00,0,-1,1,1 October,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
243744,194641,184,2011-10-01 18:00:00,2011-10-01 19:45:00,2011-10-01 22:00:00,2011-10-01 22:53:00,2,1,1,1 October,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
243745,194635,178,2011-10-01 22:00:00,2011-10-01 22:24:00,2011-10-02 02:00:00,2011-10-02 01:11:00,0,1,0,1 October,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
243747,194639,182,2011-10-01 22:00:00,2011-10-01 21:42:00,2011-10-02 02:00:00,2011-10-02 00:54:00,0,-1,0,1 October,Sam Nzimande,Illovo Sugar Speed Fleet Noodesburg
243748,194638,180,2011-10-02 00:30:00,2011-10-02 01:24:00,2011-10-02 04:30:00,2011-10-02 04:00:00,1,1,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243748,194638,180,2011-10-02 00:30:00,2011-10-02 06:00:00,2011-10-02 04:30:00,2011-10-02 08:00:00,6,4,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243749,194642,184,2011-10-02 00:30:00,2011-10-02 02:18:00,2011-10-02 04:30:00,2011-10-02 04:30:00,2,0,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243749,194642,184,2011-10-02 00:30:00,2011-10-02 06:00:00,2011-10-02 04:30:00,2011-10-02 07:17:00,6,3,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243750,194644,185,2011-10-02 00:30:00,2011-10-02 01:19:00,2011-10-02 04:30:00,2011-10-02 04:47:00,1,0,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243750,194644,185,2011-10-02 00:30:00,2011-10-02 07:10:00,2011-10-02 04:30:00,2011-10-02 09:04:00,7,5,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243751,194646,186,2011-10-02 00:30:00,2011-10-02 00:10:00,2011-10-02 04:30:00,2011-10-02 03:06:00,0,-1,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243751,194646,186,2011-10-02 00:30:00,2011-10-02 05:04:00,2011-10-02 04:30:00,2011-10-02 06:10:00,5,2,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243752,194636,179,2011-10-02 00:05:00,2011-10-02 01:29:00,2011-10-02 04:00:00,2011-10-02 04:38:00,1,1,1,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243753,194640,183,2011-10-02 00:05:00,2011-10-02 01:26:00,2011-10-02 04:00:00,2011-10-02 04:30:00,1,1,1,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243752,194636,179,2011-10-02 00:05:00,2011-10-02 06:00:00,2011-10-02 04:00:00,2011-10-02 06:34:00,6,3,1,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243753,194640,183,2011-10-02 00:05:00,2011-10-02 05:05:00,2011-10-02 04:00:00,2011-10-02 06:46:00,5,3,1,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243754,194648,178,2011-10-02 06:00:00,2011-10-02 06:00:00,2011-10-02 10:00:00,2011-10-02 10:00:00,0,0,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243755,194650,182,2011-10-02 06:00:00,2011-10-02 05:47:00,2011-10-02 10:00:00,2011-10-02 11:15:00,0,1,0,2 October,Elsworth Nduli,Illovo Sugar Speed Fleet Noodesburg
243756,F11373,E51,2011-10-02 12:00:00,2011-10-02 14:45:00,2011-10-03 12:00:00,2011-10-04 09:08:00,3,21,3,2 October,Cameron Singh,Engen
243757,F2969,E47,2011-10-02 11:00:00,2011-10-02 09:36:00,2011-10-03 11:00:00,2011-10-03 13:28:00,-1,2,2,2 October,Cameron Singh,Engen
