Truck,Date,Income,Contribution,Kms,Blackout Status
E73,2015-03-31,"R8,375.00","R2,220.84",500,No
E74,2015-03-31,"R8,375.00","R2,220.84",500,No
E75,2015-03-31,"R8,375.00","R2,220.84",500,Yes
E76,2015-03-31,"R8,375.00","R2,220.84",500,No
E77,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E78,2015-03-31,"R6,646.15","R1,162.55",369,Yes
E79,2015-03-31,"R7,873.08","R1,672.83",385,Yes
E80,2015-03-31,"R7,873.08","R1,672.83",385,Yes
E81,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E82,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E83,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E84,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E85,2015-03-31,R0.01,R0.00,0,Yes
E86,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E87,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E88,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E89,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E90,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E91,2015-03-31,R0.01,R0.00,0,Yes
E92,2015-03-31,"R7,933.12","R1,442.74",328,Yes
E93,2015-03-31,"R6,807.69","R2,009.39",385,Yes
E94,2015-03-31,"R7,873.08","R1,672.83",385,Yes
E95,2015-03-31,"R7,873.08","R1,672.83",385,Yes
E98,2015-03-31,"R6,807.69","R2,009.39",385,Yes
EC144017,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144018,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144019,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144020,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144021,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144022,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144023,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144024,2015-03-31,"R6,705.00","R1,625.89",346,No
EC144025,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144026,2015-03-31,"R6,705.00","R1,625.89",346,No
EC144027,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144028,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144029,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144030,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144031,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144032,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144033,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144034,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144035,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144036,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144037,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC144038,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945017,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945018,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945019,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945020,2015-03-31,"R6,705.00","R1,625.89",346,Yes
EC945021,2015-03-31,"R6,705.00","R1,625.89",346,Yes
