Cargo,Trip Number,Truck,Planned Loading Arrival,Loading Arrival,Planned Offloading Arrival,Offloading Arrival,Loading Difference (hrs),Offloading Difference (hrs),Planning Difference(hrs),Time Created,Created by,Customer
239171,192785,25,2011-09-01 08:00:00,2011-09-01 06:45:00,2011-09-08 10:00:00,(none),-1,2,14,31 August,Jaap Saayman,Omnia Fertiliser
239052,195251,211,2011-08-31 19:00:00,2011-09-01 06:00:00,2011-09-02 08:00:00,2011-09-02 05:30:00,11,-1,26,31 August,Mario Dorlly,Sasko
239175,198095,260,2011-09-01 08:00:00,2011-09-01 13:30:00,2011-09-08 11:00:00,(none),6,1,15,31 August,Zac Bolton,Zambia Sugar
238835,194873,88,2011-09-01 08:00:00,2011-09-01 09:15:00,2011-09-02 08:00:00,2011-09-02 07:36:00,1,0,63,31 August,Mario Dorlly,Rohm & Haas
239108,198054,6,2011-09-01 08:00:00,2011-09-01 07:16:00,2011-09-02 15:00:00,2011-09-02 09:56:00,1,-5,20,31 August,Mario Dorlly,Chep
239173,197868,30,2011-09-01 08:00:00,2011-09-01 08:40:00,2011-09-02 15:00:00,2011-09-02 20:12:00,1,5,15,31 August,Mario Dorlly,LA Logistix
239156,198156,148,2011-09-01 09:00:00,2011-09-01 06:40:00,2011-09-02 09:00:00,2011-09-02 13:30:00,-2,5,16,31 August,Mario Dorlly,Plaaskem (Pty) Ltd
239157,196826,243,2011-09-01 08:00:00,2011-09-01 06:10:00,2011-09-02 08:00:00,2011-09-02 10:50:00,0,3,15,31 August,Mario Dorlly,Plaaskem (Pty) Ltd
239146,191913,DM7,2011-09-01 08:00:00,2011-09-01 05:27:00,2011-09-02 10:00:00,2011-09-02 08:07:00,-1,0,17,31 August,Mario Dorlly,Sasko
239188,193342,181,2011-09-01 00:30:00,2011-09-01 02:35:00,2011-09-01 04:00:00,2011-09-01 04:00:00,2,0,1,31 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239188,193342,181,2011-09-01 00:30:00,2011-09-01 06:00:00,2011-09-01 04:00:00,2011-09-01 10:10:00,6,6,1,31 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239189,193344,182,2011-09-01 00:30:00,2011-09-01 00:25:00,2011-09-01 04:00:00,2011-09-01 02:51:00,0,-1,1,31 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239189,193344,182,2011-09-01 00:30:00,2011-09-01 06:29:00,2011-09-01 04:00:00,2011-09-01 10:15:00,6,6,1,31 August,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239190,193346,178,2011-09-01 06:00:00,2011-09-01 06:00:00,2011-09-01 10:00:00,2011-09-01 10:00:00,0,0,1,1 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239191,193350,180,2011-09-01 06:00:00,2011-09-01 05:49:00,2011-09-01 10:00:00,2011-09-01 09:24:00,0,1,1,1 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239192,193353,195,2011-09-01 06:00:00,2011-09-01 05:48:00,2011-09-01 10:00:00,2011-09-01 08:55:00,0,-1,1,1 September,Arthur Vissagie,Illovo Sugar Speed Fleet Noodesburg
239195,F10671,E47,2011-09-01 10:00:00,2011-09-01 15:00:00,2011-09-02 12:00:00,2011-09-02 20:00:00,5,8,2,1 September,Thulisile Dlamini,Total SA
239196,F7624,E45,2011-09-01 10:00:00,2011-09-01 15:54:00,2011-09-02 12:00:00,2011-09-02 21:45:00,6,10,2,1 September,Thulisile Dlamini,Total SA
239197,193355,181,2011-09-01 11:00:00,2011-09-01 11:00:00,2011-09-01 14:00:00,2011-09-01 14:00:00,0,0,3,1 September,Jacques Maartens,Illovo Sugar (CHEP)
239078,198086,98,2011-09-01 10:00:00,2011-09-01 13:15:00,2011-09-02 08:00:00,2011-09-02 06:45:00,3,-1,24,1 September,Devon Bezuidenhout,Pride Milling - Nigel
239201,193356,182,2011-09-01 11:00:00,2011-09-01 10:40:00,2011-09-01 16:00:00,2011-09-01 13:04:00,0,-1,3,1 September,Jacques Maartens,Premier Trunking - Isando
238773,196344,220,2011-08-29 16:00:00,2011-09-02 16:15:00,2011-08-31 08:00:00,2011-09-03 06:36:00,96,71,4,1 September,Devon Bezuidenhout,Farmsecure Markets
239218,B20191,3,2011-09-01 08:00:00,2011-09-01 08:15:00,2011-09-01 14:00:00,2011-09-01 14:30:00,0,1,0,1 September,Andre Honsh-Raj,Buckman New
239219,193357,183,2011-09-01 11:00:00,2011-09-01 11:32:00,2011-09-01 14:00:00,2011-09-01 14:00:00,1,0,1,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239222,B20227,1,2011-09-01 09:00:00,2011-09-01 08:00:00,2011-09-01 17:00:00,2011-09-01 12:00:00,-1,-5,1,1 September,Andre Honsh-Raj,Buckman New
239022,196315,229,2011-09-01 11:00:00,2011-09-01 08:50:00,2011-09-02 08:00:00,2011-09-01 15:36:00,-2,-16,44,1 September,Mario Dorlly,Paramount Mills
239153,194875,234,2011-09-01 10:00:00,2011-09-01 11:31:00,2011-09-02 08:00:00,2011-09-02 07:16:00,2,1,19,1 September,Shaun du Preez,South Bakels
239120,195456,190,2011-09-01 14:00:00,2011-09-01 15:30:00,2011-09-02 10:00:00,2011-09-02 10:05:00,2,0,26,1 September,Jacques Maartens,Pannar Seeds
239225,197971,111,2011-09-01 13:00:00,2011-09-01 12:03:00,2011-09-02 10:00:00,2011-09-02 19:53:00,1,10,4,1 September,Shaun du Preez,Barloworld Logistics (Cement)
239231,192150,206,2011-09-01 13:00:00,2011-09-01 11:00:00,2011-09-08 12:00:00,(none),-2,0,4,1 September,Jaap Saayman,Tradewind Logistics
239208,196909,DM2,2011-09-01 13:00:00,2011-09-01 11:10:00,2011-09-02 08:00:00,2011-09-02 10:05:00,0,2,3,1 September,Mario Dorlly,E & C Charcoal (PTY)LTD
239207,197911,222,2011-09-01 13:00:00,2011-09-01 12:35:00,2011-09-02 08:00:00,2011-09-01 19:25:00,0,-11,3,1 September,Devon Bezuidenhout,Carisbrooke Valley Citrus
239224,191910,177,2011-09-01 17:00:00,2011-09-02 15:40:00,2011-09-03 08:00:00,2011-09-05 07:10:00,23,47,8,1 September,Devon Bezuidenhout,Barloworld Logistics (Cement)
239203,181346,195,2011-09-01 13:00:00,2011-09-01 15:20:00,2011-09-02 11:00:00,2011-09-02 10:24:00,2,1,5,1 September,Jacques Maartens,Pannar Seeds
239202,194852,191,2011-09-01 14:00:00,2011-09-01 15:30:00,2011-09-02 11:00:00,2011-09-02 09:43:00,2,-1,6,1 September,Jacques Maartens,Pannar Seeds
239121,192945,184,2011-09-01 13:00:00,2011-09-01 12:55:00,2011-09-02 12:00:00,2011-09-02 05:00:00,0,-7,25,1 September,Jacques Maartens,Pannar Seeds
239147,195322,216,2011-09-01 12:00:00,2011-09-01 12:45:00,2011-09-02 10:00:00,2011-09-02 09:21:00,1,1,21,1 September,Mario Dorlly,Sasko
239238,195368,106,2011-09-02 10:00:00,2011-09-02 20:20:00,2011-09-08 12:00:00,(none),10,0,23,1 September,Jaap Saayman,Zambia Sugar
239148,195374,235,2011-09-01 12:00:00,2011-09-01 11:50:00,2011-09-02 10:00:00,2011-09-02 09:30:00,0,1,21,1 September,Mario Dorlly,Sasko
239239,194084,266,2011-09-01 14:00:00,2011-09-01 13:00:00,2011-09-02 10:00:00,2011-09-02 08:50:00,-1,-1,3,1 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239240,189026,107,2011-09-02 12:00:00,2011-09-02 16:20:00,2011-09-09 10:00:00,(none),4,-20,25,1 September,Jaap Saayman,Zambia Sugar
239241,195476,194,2011-09-01 15:00:00,2011-09-01 17:51:00,2011-09-02 12:00:00,2011-09-02 11:16:00,3,1,4,1 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239243,195932,186,2011-09-01 14:00:00,2011-09-01 13:36:00,2011-09-02 10:00:00,2011-09-02 07:37:00,0,-2,3,1 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239244,192961,122,2011-09-01 14:00:00,2011-09-01 13:38:00,2011-09-02 12:00:00,2011-09-02 09:14:00,0,-1,4,1 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239074,192983,262,2011-09-01 15:00:00,2011-09-01 14:46:00,2011-09-02 12:00:00,2011-09-02 12:06:00,0,0,31,1 September,Jacques Maartens,Premier Trunking - Isando
239246,194945,120,2011-09-01 08:00:00,2011-09-01 14:00:00,2011-09-07 12:00:00,(none),6,24,2,1 September,Zac Bolton,Zambia Sugar
239149,188442,189,2011-09-01 13:00:00,2011-09-01 11:49:00,2011-09-02 12:00:00,2011-09-02 10:30:00,-1,0,22,1 September,Jacques Maartens,Sasko
239227,195463,173,2011-09-01 12:00:00,2011-09-01 14:00:00,2011-09-02 15:00:00,2011-09-03 08:51:00,2,18,3,1 September,Shaun du Preez,Transport 2000
239250,190003,143,2011-09-01 16:00:00,2011-09-02 08:33:00,2011-09-08 12:00:00,(none),17,0,6,1 September,Zac Bolton,Zambia Sugar
239166,Douglas Magore,147,2011-09-01 12:00:00,2011-09-01 12:00:00,2011-09-03 08:00:00,2011-09-02 09:00:00,0,-23,20,1 September,Devon Bezuidenhout,Floorworx Africa(PTY) LTD
239226,187792,26,2011-09-01 13:00:00,2011-09-01 12:05:00,2011-09-02 15:00:00,2011-09-02 16:31:00,1,2,4,1 September,Mario Dorlly,Barloworld Logistics (Cement)
239254,194096,226,2011-09-01 14:00:00,2011-09-01 14:15:00,2011-09-03 07:00:00,2011-09-03 07:00:00,0,0,4,1 September,Shaun du Preez,AE Consultants
238836,192901,218,2011-09-01 13:00:00,2011-09-01 12:40:00,2011-09-02 10:00:00,2011-09-02 11:15:00,0,1,68,1 September,Shaun du Preez,Rohm & Haas
239152,195494,56,2011-09-01 12:00:00,2011-09-01 15:30:00,2011-09-02 12:00:00,2011-09-02 15:13:00,4,3,21,1 September,Mario Dorlly,Sasko
239257,185999,117,2011-09-15 18:00:00,2011-09-02 08:04:00,2011-09-08 12:00:00,(none),-320,0,344,1 September,Zac Bolton,SABMILLER AFRICA & ASIA
239258,196979,188,2011-09-01 15:00:00,2011-09-01 15:10:00,2011-09-02 12:00:00,2011-09-02 12:15:00,0,0,3,1 September,Kershan Balakistan,Premier Trunking - Isando
239259,196842,258,2011-09-02 12:00:00,2011-09-05 10:00:00,2011-09-09 12:00:00,(none),70,-22,24,1 September,Zac Bolton,Access Freight International - Overborder
239235,192803,DM5,2011-09-01 12:00:00,2011-09-01 15:00:00,2011-09-02 08:00:00,2011-09-02 13:10:00,3,5,1,1 September,Devon Bezuidenhout,Hulamin Ext (Midrand)
238779,195902,28,2011-09-01 12:00:00,2011-09-01 12:00:00,2011-09-02 07:00:00,2011-09-02 06:31:00,0,0,72,1 September,Devon Bezuidenhout,Pannar Local Kaalfontein
239261,196271,230,2011-09-01 12:00:00,2011-09-01 11:20:00,2011-09-02 07:00:00,2011-09-02 06:30:00,1,1,0,1 September,Shaun du Preez,Paramount Mills
238677,194783,241,2011-09-01 15:00:00,2011-09-01 17:00:00,2011-09-02 10:00:00,2011-09-03 06:00:00,2,20,78,1 September,Mario Dorlly,Sasko
239119,198114,240,2011-09-01 15:00:00,2011-09-01 14:40:00,2011-09-02 08:00:00,2011-09-02 05:58:00,0,-2,27,1 September,Shaun du Preez,Pannar Seeds
238782,187062,67,2011-09-01 14:00:00,2011-09-01 12:00:00,2011-09-02 08:00:00,2011-09-02 07:40:00,-2,0,72,1 September,Shaun du Preez,Pannar Local Kaalfontein
239265,194801,29,2011-09-01 12:00:00,2011-09-01 12:00:00,2011-09-02 10:00:00,2011-09-02 08:39:00,0,-1,1,1 September,Shaun du Preez,Pride Milling - Nigel
239262,195415,100,2011-09-01 15:00:00,2011-09-01 11:16:00,2011-09-03 10:00:00,2011-09-03 09:31:00,-2,0,3,1 September,Shaun du Preez,LA Logistix
239253,197192,223,2011-09-01 13:00:00,2011-09-01 14:00:00,2011-09-02 08:00:00,2011-09-02 06:30:00,1,0,3,1 September,Devon Bezuidenhout,Canter Transport
239151,195820,214,2011-09-01 17:00:00,2011-09-01 19:18:00,2011-09-02 15:00:00,2011-09-05 07:17:00,2,64,26,1 September,Shaun du Preez,Sasko
239266,196331,212,2011-09-01 15:00:00,2011-09-01 16:20:00,2011-09-03 08:00:00,2011-09-03 09:20:00,1,1,4,1 September,Devon Bezuidenhout,LA Logistix
239267,195964,12,2011-09-01 16:00:00,2011-09-01 19:47:00,2011-09-03 08:00:00,2011-09-03 14:31:00,4,7,5,1 September,Devon Bezuidenhout,LA Logistix
239269,194970,34,2011-09-01 13:00:00,2011-09-01 12:48:00,2011-09-02 10:00:00,2011-09-02 10:15:00,0,0,0,1 September,Shaun du Preez,AfriSam
239236,196504,221,2011-09-01 13:00:00,2011-09-01 12:15:00,2011-09-02 10:00:00,2011-09-02 09:43:00,1,0,2,1 September,Shaun du Preez,Hulamin Ext (Midrand)
239271,193333,185,2011-09-01 12:00:00,2011-09-01 12:00:00,2011-09-01 14:00:00,2011-09-01 14:31:00,0,1,1,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239271,193333,185,2011-09-01 12:00:00,2011-09-01 20:00:00,2011-09-01 14:00:00,2011-09-01 21:25:00,8,7,1,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239219,193357,183,2011-09-01 11:00:00,2011-09-01 18:07:00,2011-09-01 14:00:00,2011-09-01 20:00:00,7,6,1,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239273,193347,178,2011-09-01 13:00:00,2011-09-01 13:00:00,2011-09-01 16:00:00,2011-09-01 16:00:00,0,0,1,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239273,193347,178,2011-09-01 13:00:00,2011-09-01 18:00:00,2011-09-01 16:00:00,2011-09-01 21:00:00,5,5,1,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239197,193355,181,2011-09-01 11:00:00,2011-09-01 16:00:00,2011-09-01 14:00:00,2011-09-01 18:25:00,5,4,3,1 September,Xolani Buthelezi,Illovo Sugar (CHEP)
239276,194149,82,2011-09-01 14:00:00,2011-09-01 13:30:00,2011-09-02 10:00:00,2011-09-02 11:50:00,1,2,2,1 September,Devon Bezuidenhout,Pride Milling - Nigel
238783,196944,DM9,2011-09-01 14:00:00,2011-09-01 14:00:00,2011-09-02 07:00:00,2011-09-02 13:00:00,0,6,72,1 September,Devon Bezuidenhout,Pannar Local Kaalfontein
239281,190187,144,2011-09-02 08:00:00,2011-09-02 11:00:00,2011-09-12 12:00:00,(none),3,-94,18,1 September,Zac Bolton,Puma Energy Zambia
239264,192924,228,2011-09-01 14:00:00,2011-09-01 14:15:00,2011-09-02 10:00:00,2011-09-02 10:30:00,0,1,3,1 September,Devon Bezuidenhout,Pride Milling - Nigel
239268,197844,239,2011-09-01 16:00:00,2011-09-01 15:55:00,2011-09-02 10:00:00,2011-09-02 15:05:00,0,5,3,1 September,Devon Bezuidenhout,AfriSam
239277,197062,232,2011-09-01 14:00:00,2011-09-01 12:50:00,2011-09-02 08:00:00,2011-09-02 07:20:00,-1,1,0,1 September,Devon Bezuidenhout,Paramount Mills
239209,196755,103,2011-09-01 15:00:00,2011-09-01 13:12:00,2011-09-02 10:00:00,2011-09-05 07:30:00,0,70,5,1 September,Devon Bezuidenhout,Tastic Rice
239283,196834,114,2011-09-01 17:00:00,2011-09-01 20:10:00,2011-09-02 13:00:00,2011-09-02 08:10:00,3,-3,4,1 September,Devon Bezuidenhout,Chemetall Pty Ltd
239278,197791,76,2011-09-01 13:00:00,2011-09-01 13:32:00,2011-09-01 15:00:00,2011-09-01 15:50:00,1,1,1,1 September,Shaun du Preez,Monteagle Africa Limited
239275,197792,76,2011-09-01 18:00:00,2011-09-01 21:50:00,2011-09-02 12:00:00,2011-09-02 12:41:00,4,1,6,1 September,Shaun du Preez,Pride Milling - Nigel
239165,POWELL,42,2011-09-01 13:00:00,2011-09-01 13:00:00,2011-09-02 15:00:00,2011-09-02 14:00:00,0,-1,21,1 September,Shaun du Preez,Floorworx Africa(PTY) LTD
239237,196917,174,2011-09-01 15:00:00,2011-09-01 14:15:00,2011-09-02 09:00:00,2011-09-02 12:35:00,1,4,4,1 September,Shaun du Preez,Hulamin Ext (Midrand)
239282,197998,13,2011-09-01 20:00:00,2011-09-01 20:00:00,2011-09-03 08:00:00,2011-09-05 06:00:00,0,46,7,1 September,Shaun du Preez,Sasko
239284,193352,180,2011-09-01 13:00:00,2011-09-01 12:00:00,2011-09-01 16:00:00,2011-09-01 16:00:00,-1,0,0,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239284,193352,180,2011-09-01 13:00:00,2011-09-01 17:00:00,2011-09-01 16:00:00,2011-09-01 19:58:00,4,4,0,1 September,Xolani Buthelezi,Illovo Sugar Speed Fleet Noodesburg
239285,191771,79,2011-09-01 18:00:00,2011-09-01 19:40:00,2011-09-02 12:00:00,2011-09-02 16:25:00,2,4,4,1 September,Shaun du Preez,Premier Trunking - Isando
239287,194862,187,2011-09-01 18:00:00,2011-09-01 16:50:00,2011-09-02 12:00:00,2011-09-02 11:53:00,-1,0,2,1 September,Kershan Balakistan,Premier Trunking - Isando
239286,194189,14,2011-09-01 17:00:00,2011-09-01 17:00:00,2011-09-03 08:00:00,2011-09-02 23:00:00,0,-9,3,1 September,Shaun du Preez,Farmsecure Markets
239296,192938,169,2011-09-01 18:00:00,2011-09-01 18:36:00,2011-09-02 08:00:00,2011-09-01 21:30:00,1,-9,3,1 September,Mario Dorlly,Premier Trunking - Isando
239296,192938,169,2011-09-01 18:00:00,2011-09-01 22:00:00,2011-09-02 08:00:00,2011-09-02 08:14:00,4,0,3,1 September,Mario Dorlly,Premier Trunking - Isando
239297,189437,112,2011-09-01 16:00:00,2011-09-01 14:49:00,2011-09-02 13:00:00,2011-09-02 14:31:00,-1,2,1,1 September,Mario Dorlly,Kempston Logistics East London
238994,195891,27,2011-09-01 16:00:00,2011-09-02 06:44:00,2011-09-02 16:00:00,2011-09-05 06:00:00,15,62,52,1 September,Shaun du Preez,Sasko
239167,196800,42,2011-09-02 16:00:00,2011-09-02 18:23:00,2011-09-05 07:00:00,2011-09-05 07:10:00,2,0,48,1 September,Shaun du Preez,Floorworx Africa(PTY) LTD
239301,194827,192,2011-09-01 19:00:00,2011-09-01 18:00:00,2011-09-02 15:00:00,2011-09-02 13:05:00,-1,0,2,1 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239217,189459,22,2011-09-01 15:00:00,2011-09-01 07:00:00,2011-09-02 14:00:00,2011-09-05 06:35:00,-8,65,5,1 September,Devon Bezuidenhout,Universal Paints
239214,185670,124,2011-09-01 16:00:00,2011-09-01 15:55:00,2011-09-02 15:00:00,2011-09-02 15:35:00,0,1,6,1 September,Devon Bezuidenhout,Powder - Lak (Pty) Ltd
239305,BB7283,D09,2011-09-01 12:00:00,2011-09-01 12:00:00,2011-09-01 21:00:00,2011-09-01 23:15:00,0,2,3,1 September,Kevin Fourie,Premier Foods - BB Bakery
239306,BB6429,D77,2011-09-01 15:00:00,2011-09-01 15:00:00,2011-09-01 21:00:00,2011-09-02 00:30:00,0,4,0,1 September,Kevin Fourie,Premier Foods - BB Bakery
239307,194837,261,2011-09-01 19:00:00,2011-09-01 19:00:00,2011-09-02 15:00:00,2011-09-02 11:33:00,0,-3,2,1 September,Kershan Balakistan,Illovo Sugar Speed Fleet Noodesburg
239309,BB7865,D78,2011-09-01 07:00:00,2011-09-01 07:00:00,2011-09-01 22:00:00,2011-09-01 20:00:00,0,-2,8,1 September,Kevin Fourie,Premier Foods - BB Bakery
239314,BB327024,D54,2011-09-01 18:00:00,2011-09-01 18:00:00,2011-09-01 22:30:00,2011-09-02 03:10:00,0,5,1,1 September,Kevin Fourie,Premier Foods - BB Bakery
239328,194998,69,2011-09-01 18:00:00,2011-09-01 18:00:00,2011-09-02 10:00:00,2011-09-02 12:00:00,0,2,2,1 September,Shaun du Preez,Premier Trunking - Isando
239299,196768,172,2011-09-01 17:00:00,2011-09-01 15:45:00,2011-09-02 12:00:00,2011-09-03 06:40:00,-1,19,0,1 September,Mario Dorlly,AfriSam
239274,194139,20,2011-09-01 18:00:00,2011-09-01 19:20:00,2011-09-02 15:00:00,2011-09-02 13:21:00,1,0,6,1 September,Mario Dorlly,Pride Milling - Nigel
239215,194791,229,2011-09-02 08:00:00,2011-09-02 07:10:00,2011-09-05 08:00:00,2011-09-05 08:10:00,1,0,22,1 September,Mario Dorlly,Comtecs Composites
239272,197941,21,2011-09-01 20:00:00,2011-09-01 20:25:00,2011-09-03 10:00:00,2011-09-04 13:20:00,0,27,7,1 September,Mario Dorlly,Sasko
239302,192880,86,2011-09-01 18:00:00,2011-09-01 18:45:00,2011-09-08 12:00:00,(none),1,0,1,1 September,Zac Bolton,Omnia Fertiliser
239298,194208,242,2011-09-01 19:00:00,2011-09-02 07:40:00,2011-09-03 08:00:00,2011-09-03 07:30:00,13,1,2,1 September,Mario Dorlly,AfriSam
239344,B20217,10,2011-09-02 05:00:00,2011-09-02 04:00:00,2011-09-02 11:00:00,2011-09-02 08:00:00,-1,-3,11,1 September,Andre Honsh-Raj,Buckman New
239345,191986,91,2011-09-01 18:00:00,2011-09-03 10:30:00,2011-09-08 12:00:00,(none),41,0,0,1 September,Zac Bolton,Zambia Sugar
239125,196986,78,2011-08-31 15:00:00,2011-09-01 17:00:00,2011-09-02 08:00:00,2011-09-02 09:40:00,26,2,3,1 September,Devon Bezuidenhout,Omnia Fertiliser
239223,197840,217,2011-09-01 17:00:00,2011-09-02 00:35:00,2011-09-02 07:00:00,2011-09-02 06:25:00,8,1,8,1 September,Shaun du Preez,Premier Trunking - Isando
239350,194885,18,2011-09-01 17:00:00,2011-09-01 18:45:00,2011-09-02 08:00:00,2011-09-02 06:39:00,2,-1,0,1 September,Shaun du Preez,Premier Trunking - Isando
239352,F10662,E40,2011-09-01 17:00:00,2011-09-01 18:20:00,2011-09-04 06:00:00,2011-09-02 18:20:00,1,-34,0,1 September,Justin Blythe,Engen
239338,197801,219,2011-09-02 08:00:00,2011-09-02 07:27:00,2011-09-05 08:00:00,2011-09-05 06:00:00,1,-2,14,1 September,Mario Dorlly,Adcock Ingram
239337,195382,99,2011-09-01 18:00:00,2011-09-01 18:00:00,2011-09-02 15:00:00,2011-09-05 08:06:00,0,65,0,1 September,Mario Dorlly,Kodav
239339,194011,217,2011-09-02 08:00:00,2011-09-02 11:00:00,2011-09-05 08:00:00,2011-09-05 05:51:00,3,-2,14,1 September,Mario Dorlly,Adcock Ingram
